,time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int,cf
2764,20140426:0400,0.0,0.0,0.0,0.0,0.0,3.99,6.34,0.0,0.0
2765,20140426:0500,0.0,0.0,0.0,0.0,0.0,3.34,5.45,0.0,0.0
2766,20140426:0600,0.0,0.0,0.0,0.0,0.0,2.77,4.9,0.0,0.0
2767,20140426:0700,0.0,0.0,0.0,0.0,0.0,1.93,3.17,0.0,0.0
2768,20140426:0800,0.0,0.0,0.0,0.0,0.0,1.46,2.97,0.0,0.0
2769,20140426:0900,0.0,0.0,0.0,0.0,0.0,1.16,2.62,0.0,0.0
2770,20140426:1000,0.0,0.0,0.0,0.0,0.0,0.92,2.34,0.0,0.0
2771,20140426:1100,6.34,0.0,15.47,0.32,6.61,0.95,1.93,0.0,0.00634
2772,20140426:1200,77.6,0.77,89.3,1.75,17.35,2.59,1.03,0.0,0.07759999999999999
2773,20140426:1300,96.2,0.0,108.44,2.1,28.16,3.94,0.41,0.0,0.09620000000000001
2774,20140426:1400,81.42,0.0,94.77,1.83,38.65,5.52,0.62,0.0,0.08142
2775,20140426:1500,103.59,0.0,116.64,2.26,48.22,6.57,0.9,0.0,0.10359
2776,20140426:1600,268.26,16.04,259.23,5.24,55.79,7.38,1.24,0.0,0.26826
2777,20140426:1700,116.73,1.15,128.53,2.51,59.64,8.2,2.69,0.0,0.11673
2778,20140426:1800,466.25,85.03,381.88,8.5,58.32,8.97,4.07,0.0,0.46625
2779,20140426:1900,194.46,6.79,197.27,3.92,52.39,9.26,4.55,0.0,0.19446000000000002
2780,20140426:2000,192.37,5.48,196.3,3.88,43.66,9.17,5.45,0.0,0.19237
2781,20140426:2100,172.78,7.18,175.43,3.51,33.54,8.62,6.28,0.0,0.17278
2782,20140426:2200,174.06,38.76,147.35,3.6,22.83,7.9,6.41,0.0,0.17406
2783,20140426:2300,65.83,40.05,59.31,2.82,12.01,7.2,6.14,0.0,0.06583
2784,20140427:0000,0.0,0.0,0.0,0.0,0.0,6.29,5.59,0.0,0.0
2785,20140427:0100,0.0,0.0,0.0,0.0,0.0,5.28,5.52,0.0,0.0
2786,20140427:0200,0.0,0.0,0.0,0.0,0.0,4.66,5.24,0.0,0.0
2787,20140427:0300,0.0,0.0,0.0,0.0,0.0,4.01,4.55,0.0,0.0
2788,20140427:0400,0.0,0.0,0.0,0.0,0.0,3.42,4.14,0.0,0.0
2789,20140427:0500,0.0,0.0,0.0,0.0,0.0,2.87,4.21,0.0,0.0
2790,20140427:0600,0.0,0.0,0.0,0.0,0.0,2.58,4.41,0.0,0.0
2791,20140427:0700,0.0,0.0,0.0,0.0,0.0,2.31,4.62,0.0,0.0
2792,20140427:0800,0.0,0.0,0.0,0.0,0.0,2.29,4.69,0.0,0.0
2793,20140427:0900,0.0,0.0,0.0,0.0,0.0,2.25,4.9,0.0,0.0
2794,20140427:1000,0.0,0.0,0.0,0.0,0.0,2.04,4.97,0.0,0.0
2795,20140427:1100,26.46,0.0,38.68,0.79,6.86,1.94,4.83,0.0,0.02646
2796,20140427:1200,146.19,74.53,93.54,3.55,17.6,2.89,4.62,0.0,0.14619
2797,20140427:1300,449.06,329.4,116.31,7.98,28.41,4.38,4.55,0.0,0.44906
2798,20140427:1400,685.17,535.28,142.33,11.17,38.91,5.94,3.52,0.0,0.68517
2799,20140427:1500,848.34,709.26,160.11,13.76,48.5,7.5,2.28,0.0,0.84834
2800,20140427:1600,344.87,35.39,317.06,6.62,56.09,8.52,1.1,0.0,0.34487
2801,20140427:1700,247.06,13.79,243.44,4.91,59.96,8.69,0.48,0.0,0.24706
2802,20140427:1800,467.98,93.87,387.5,8.73,58.62,8.9,0.48,0.0,0.46798
2803,20140427:1900,620.28,282.84,360.83,10.83,52.64,9.59,0.76,0.0,0.6202799999999999
2804,20140427:2000,519.47,222.4,312.83,9.23,43.87,9.75,0.62,0.0,0.51947
2805,20140427:2100,540.53,426.49,133.63,9.67,33.73,9.71,0.55,0.0,0.54053
2806,20140427:2200,293.82,216.66,103.21,6.3,23.01,9.65,1.03,0.0,0.29381999999999997
2807,20140427:2300,65.95,41.29,59.72,2.91,12.2,9.17,1.1,0.0,0.06595000000000001
2808,20140428:0000,0.0,0.0,0.0,0.0,0.0,8.56,0.97,0.0,0.0
2809,20140428:0100,0.0,0.0,0.0,0.0,0.0,6.92,1.66,0.0,0.0
2810,20140428:0200,0.0,0.0,0.0,0.0,0.0,5.42,2.28,0.0,0.0
2811,20140428:0300,0.0,0.0,0.0,0.0,0.0,5.25,2.97,0.0,0.0
2812,20140428:0400,0.0,0.0,0.0,0.0,0.0,5.25,4.48,0.0,0.0
2813,20140428:0500,0.0,0.0,0.0,0.0,0.0,5.36,5.66,0.0,0.0
2814,20140428:0600,0.0,0.0,0.0,0.0,0.0,5.0,5.31,0.0,0.0
2815,20140428:0700,0.0,0.0,0.0,0.0,0.0,4.29,3.72,0.0,0.0
2816,20140428:0800,0.0,0.0,0.0,0.0,0.0,3.88,3.38,0.0,0.0
2817,20140428:0900,0.0,0.0,0.0,0.0,0.0,3.57,3.79,0.0,0.0
2818,20140428:1000,0.0,0.0,0.0,0.0,0.0,3.37,3.72,0.0,0.0
2819,20140428:1100,23.05,0.0,35.25,0.72,7.11,3.35,3.17,0.0,0.02305
2820,20140428:1200,176.16,127.54,79.82,4.55,17.84,4.57,3.03,0.0,0.17615999999999998
2821,20140428:1300,441.08,327.45,115.92,7.98,28.65,6.1,3.45,0.0,0.44107999999999997
2822,20140428:1400,580.28,373.67,199.92,9.62,39.17,7.16,3.79,0.0,0.58028
2823,20140428:1500,761.95,509.17,248.96,12.23,48.77,7.65,4.48,0.0,0.76195
2824,20140428:1600,977.66,817.64,168.83,15.37,56.4,7.73,4.97,0.0,0.97766
2825,20140428:1700,1027.41,866.85,174.26,16.11,60.28,7.8,5.17,0.0,1.0274100000000002
2826,20140428:1800,1007.91,846.26,172.56,15.83,58.91,8.15,5.38,0.0,1.0079099999999999
2827,20140428:1900,758.0,452.31,301.85,12.24,52.88,9.33,5.93,0.0,0.758
2828,20140428:2000,645.01,401.53,235.5,10.57,44.08,9.12,5.86,0.0,0.64501
2829,20140428:2100,331.89,101.45,232.24,6.1,33.92,8.68,5.38,0.0,0.33188999999999996
2830,20140428:2200,178.1,41.6,149.1,3.71,23.19,8.17,4.9,0.0,0.17809999999999998
2831,20140428:2300,52.39,0.0,66.52,1.29,12.38,7.77,4.62,0.0,0.05239
2832,20140429:0000,0.0,0.0,0.0,0.0,0.0,7.53,5.45,0.0,0.0
2833,20140429:0100,0.0,0.0,0.0,0.0,0.0,7.47,5.72,0.0,0.0
2834,20140429:0200,0.0,0.0,0.0,0.0,0.0,7.59,6.34,0.0,0.0
2835,20140429:0300,0.0,0.0,0.0,0.0,0.0,7.58,6.97,0.0,0.0
2836,20140429:0400,0.0,0.0,0.0,0.0,0.0,7.0,7.31,0.0,0.0
2837,20140429:0500,0.0,0.0,0.0,0.0,0.0,6.26,6.97,0.0,0.0
2838,20140429:0600,0.0,0.0,0.0,0.0,0.0,5.97,7.03,0.0,0.0
2839,20140429:0700,0.0,0.0,0.0,0.0,0.0,5.71,6.9,0.0,0.0
2840,20140429:0800,0.0,0.0,0.0,0.0,0.0,5.51,7.31,0.0,0.0
2841,20140429:0900,0.0,0.0,0.0,0.0,0.0,5.46,7.24,0.0,0.0
2842,20140429:1000,0.0,0.0,0.0,0.0,0.0,5.55,7.52,0.0,0.0
2843,20140429:1100,0.66,0.0,6.88,0.14,7.35,5.79,8.48,0.0,0.00066
2844,20140429:1200,35.86,0.0,49.21,0.95,18.07,6.06,9.24,0.0,0.035859999999999996
2845,20140429:1300,139.36,3.88,145.09,2.88,28.89,5.83,9.59,0.0,0.13936
2846,20140429:1400,101.02,0.0,112.99,2.19,39.41,6.02,9.31,0.0,0.10102
2847,20140429:1500,62.11,0.0,75.63,1.46,49.04,6.19,8.62,0.0,0.06211
2848,20140429:1600,73.38,0.0,86.57,1.68,56.7,6.07,9.03,0.0,0.07338
2849,20140429:1700,139.24,4.56,144.18,2.86,60.59,5.98,9.52,0.0,0.13924
2850,20140429:1800,83.86,0.0,96.59,1.87,59.2,5.94,9.59,0.0,0.08386
2851,20140429:1900,116.47,0.0,127.57,2.47,53.13,5.88,8.41,0.0,0.11647
2852,20140429:2000,16.52,0.0,28.25,0.55,44.29,5.86,7.93,0.0,0.01652
2853,20140429:2100,33.23,0.0,46.47,0.9,34.11,5.97,7.45,0.0,0.033229999999999996
2854,20140429:2200,63.08,0.0,76.54,1.48,23.38,5.94,7.03,0.0,0.06308
2855,20140429:2300,36.73,0.0,50.12,0.97,12.56,5.94,6.55,0.0,0.03673
2856,20140430:0000,0.0,0.0,0.0,0.0,0.0,5.9,6.34,0.0,0.0
2857,20140430:0100,0.0,0.0,0.0,0.0,0.0,5.77,6.21,0.0,0.0
2858,20140430:0200,0.0,0.0,0.0,0.0,0.0,5.57,6.07,0.0,0.0
2859,20140430:0300,0.0,0.0,0.0,0.0,0.0,5.35,6.07,0.0,0.0
2860,20140430:0400,0.0,0.0,0.0,0.0,0.0,5.19,6.0,0.0,0.0
2861,20140430:0500,0.0,0.0,0.0,0.0,0.0,4.99,6.55,0.0,0.0
2862,20140430:0600,0.0,0.0,0.0,0.0,0.0,4.93,6.83,0.0,0.0
2863,20140430:0700,0.0,0.0,0.0,0.0,0.0,5.42,5.93,0.0,0.0
2864,20140430:0800,0.0,0.0,0.0,0.0,0.0,5.17,6.34,0.0,0.0
2865,20140430:0900,0.0,0.0,0.0,0.0,0.0,4.83,6.07,0.0,0.0
2866,20140430:1000,0.0,0.0,0.0,0.0,0.0,4.58,6.21,0.0,0.0
2867,20140430:1100,1.61,0.0,8.6,0.18,7.59,4.44,6.83,0.0,0.00161
2868,20140430:1200,8.3,0.0,18.22,0.35,18.3,4.43,6.76,0.0,0.0083
2869,20140430:1300,117.11,0.0,127.57,2.47,29.12,4.49,6.83,0.0,0.11711
2870,20140430:1400,169.98,5.29,171.63,3.41,39.66,4.72,6.62,0.0,0.16998
2871,20140430:1500,149.55,3.32,155.08,3.05,49.31,5.35,6.28,0.0,0.14955000000000002
2872,20140430:1600,73.54,0.0,86.57,1.68,56.99,5.29,5.93,0.0,0.07354000000000001
2873,20140430:1700,159.0,5.69,161.57,3.21,60.9,5.48,6.07,0.0,0.159
2874,20140430:1800,34.12,0.0,47.38,0.92,59.49,5.78,6.0,0.0,0.03412
2875,20140430:1900,104.49,0.0,116.64,2.26,53.37,6.13,4.97,0.0,0.10449
2876,20140430:2000,102.59,0.0,114.82,2.22,44.49,6.08,4.83,0.0,0.10259
2877,20140430:2100,98.9,0.0,111.17,2.15,34.29,5.86,5.1,0.0,0.0989
2878,20140430:2200,4.85,0.0,13.67,0.26,23.56,5.77,6.07,0.0,0.004849999999999999
2879,20140430:2300,0.0,0.0,4.56,0.09,12.75,5.69,7.38,0.0,0.0
2880,20140501:0000,0.0,0.0,0.0,0.0,0.0,5.44,5.38,0.0,0.0
2881,20140501:0100,0.0,0.0,0.0,0.0,0.0,5.22,4.41,0.0,0.0
2882,20140501:0200,0.0,0.0,0.0,0.0,0.0,5.14,4.48,0.0,0.0
2883,20140501:0300,0.0,0.0,0.0,0.0,0.0,5.2,3.86,0.0,0.0
2884,20140501:0400,0.0,0.0,0.0,0.0,0.0,5.19,2.97,0.0,0.0
2885,20140501:0500,0.0,0.0,0.0,0.0,0.0,5.28,2.48,0.0,0.0
2886,20140501:0600,0.0,0.0,0.0,0.0,0.0,5.36,1.66,0.0,0.0
2887,20140501:0700,0.0,0.0,0.0,0.0,0.0,5.34,0.9,0.0,0.0
2888,20140501:0800,0.0,0.0,0.0,0.0,0.0,5.42,0.62,0.0,0.0
2889,20140501:0900,0.0,0.0,0.0,0.0,0.0,5.61,0.83,0.0,0.0
2890,20140501:1000,0.0,0.0,0.0,0.0,0.0,5.75,0.69,0.0,0.0
2891,20140501:1100,0.24,0.0,6.02,0.12,7.82,6.08,0.83,0.0,0.00023999999999999998
2892,20140501:1200,38.19,0.0,51.94,1.01,18.53,7.02,1.86,0.0,0.038189999999999995
2893,20140501:1300,119.49,0.96,131.26,2.56,29.35,8.12,3.31,0.0,0.11949
2894,20140501:1400,426.21,143.22,282.04,7.6,39.9,8.78,4.34,0.0,0.42621
2895,20140501:1500,118.28,1.1,130.35,2.54,49.57,9.38,4.9,0.0,0.11828
2896,20140501:1600,279.43,18.0,267.57,5.43,57.28,9.9,5.03,0.0,0.27943
2897,20140501:1700,1004.16,857.77,170.69,16.07,61.21,10.63,5.31,0.0,1.00416
2898,20140501:1800,668.14,262.9,411.81,11.5,59.77,12.07,5.66,0.0,0.66814
2899,20140501:1900,386.68,55.47,336.55,7.29,53.61,12.53,6.41,0.0,0.38668
2900,20140501:2000,82.09,0.0,97.5,1.89,44.7,12.39,7.03,0.0,0.08209000000000001
2901,20140501:2100,126.31,0.0,140.33,2.72,34.48,11.77,7.03,0.0,0.12631
2902,20140501:2200,33.18,0.0,47.38,0.92,23.73,11.28,6.0,0.0,0.03318
2903,20140501:2300,4.68,0.0,13.67,0.26,12.93,11.17,5.66,0.0,0.00468
2904,20140502:0000,0.0,0.0,0.0,0.0,0.0,10.3,4.76,0.0,0.0
2905,20140502:0100,0.0,0.0,0.0,0.0,0.0,9.36,4.07,0.0,0.0
2906,20140502:0200,0.0,0.0,0.0,0.0,0.0,8.88,3.86,0.0,0.0
2907,20140502:0300,0.0,0.0,0.0,0.0,0.0,8.29,4.07,0.0,0.0
2908,20140502:0400,0.0,0.0,0.0,0.0,0.0,7.76,4.34,0.0,0.0
2909,20140502:0500,0.0,0.0,0.0,0.0,0.0,7.08,4.21,0.0,0.0
2910,20140502:0600,0.0,0.0,0.0,0.0,0.0,6.64,4.21,0.0,0.0
2911,20140502:0700,0.0,0.0,0.0,0.0,0.0,6.5,4.34,0.0,0.0
2912,20140502:0800,0.0,0.0,0.0,0.0,0.0,6.4,4.48,0.0,0.0
2913,20140502:0900,0.0,0.0,0.0,0.0,0.0,6.5,4.48,0.0,0.0
2914,20140502:1000,0.0,0.0,0.0,0.0,0.0,6.53,4.48,0.0,0.0
2915,20140502:1100,25.04,0.0,37.82,0.78,8.05,6.51,4.34,0.0,0.02504
2916,20140502:1200,115.57,16.86,113.69,2.61,18.75,6.77,4.69,0.0,0.11556999999999999
2917,20140502:1300,139.64,3.81,146.89,2.91,29.57,7.39,5.17,0.0,0.13964
2918,20140502:1400,363.4,83.87,279.32,6.67,40.13,8.53,5.31,0.0,0.3634
2919,20140502:1500,290.91,23.03,272.65,5.61,49.82,9.34,5.17,0.0,0.29091
2920,20140502:1600,125.13,2.24,135.87,2.66,57.56,9.73,5.52,0.0,0.12513
2921,20140502:1700,200.24,10.16,199.26,4.01,61.51,9.64,5.66,0.0,0.20024
2922,20140502:1800,129.33,3.37,138.65,2.73,60.05,9.62,5.59,0.0,0.12933
2923,20140502:1900,249.28,13.26,243.39,4.91,53.85,9.99,5.38,0.0,0.24928
2924,20140502:2000,43.78,0.0,58.32,1.13,44.9,10.12,4.48,0.0,0.04378
2925,20140502:2100,52.53,0.0,67.43,1.31,34.66,10.64,4.41,0.0,0.05253
2926,20140502:2200,30.7,0.0,44.65,0.86,23.91,10.74,4.34,0.0,0.030699999999999998
2927,20140502:2300,60.76,0.43,75.54,1.48,13.11,10.58,4.07,0.0,0.060759999999999995
2928,20140503:0000,0.0,0.0,0.0,0.0,0.0,9.95,3.79,0.0,0.0
2929,20140503:0100,0.0,0.0,0.0,0.0,0.0,9.16,3.86,0.0,0.0
2930,20140503:0200,0.0,0.0,0.0,0.0,0.0,8.79,3.52,0.0,0.0
2931,20140503:0300,0.0,0.0,0.0,0.0,0.0,8.49,3.66,0.0,0.0
2932,20140503:0400,0.0,0.0,0.0,0.0,0.0,8.14,3.86,0.0,0.0
2933,20140503:0500,0.0,0.0,0.0,0.0,0.0,7.72,3.79,0.0,0.0
2934,20140503:0600,0.0,0.0,0.0,0.0,0.0,7.14,3.66,0.0,0.0
2935,20140503:0700,0.0,0.0,0.0,0.0,0.0,7.03,3.66,0.0,0.0
2936,20140503:0800,0.0,0.0,0.0,0.0,0.0,6.82,3.59,0.0,0.0
2937,20140503:0900,0.0,0.0,0.0,0.0,0.0,6.57,3.45,0.0,0.0
2938,20140503:1000,0.0,0.0,0.0,0.0,0.0,6.3,3.45,0.0,0.0
2939,20140503:1100,0.0,0.0,2.58,0.05,8.27,6.48,3.45,0.0,0.0
2940,20140503:1200,85.35,1.46,97.48,1.92,18.97,6.77,3.66,0.0,0.08535
2941,20140503:1300,126.85,0.95,137.64,2.68,29.79,7.08,3.79,0.0,0.12685
2942,20140503:1400,341.88,67.85,274.95,6.35,40.36,7.78,4.07,0.0,0.34188
2943,20140503:1500,148.97,4.37,156.04,3.09,50.07,8.76,4.48,0.0,0.14897
2944,20140503:1600,69.12,0.0,83.83,1.62,57.84,9.79,4.62,0.0,0.06912
2945,20140503:1700,267.95,15.76,260.0,5.26,61.81,10.77,4.83,0.0,0.26794999999999997
2946,20140503:1800,159.31,5.6,166.12,3.3,60.32,11.15,5.45,0.0,0.15931
2947,20140503:1900,180.73,6.61,185.36,3.69,54.08,11.09,6.48,0.0,0.18073
2948,20140503:2000,337.16,50.97,290.83,6.39,45.1,10.72,5.17,0.0,0.33716
2949,20140503:2100,236.68,28.64,217.04,4.68,34.84,10.79,5.1,0.0,0.23668
2950,20140503:2200,123.16,4.17,133.13,2.66,24.08,11.05,5.79,0.0,0.12315999999999999
2951,20140503:2300,67.95,11.81,76.57,2.03,13.28,9.92,5.66,0.0,0.06795
2952,20140504:0000,0.0,0.0,0.0,0.0,0.0,9.25,6.07,0.0,0.0
2953,20140504:0100,0.0,0.0,0.0,0.0,0.0,8.32,6.69,0.0,0.0
2954,20140504:0200,0.0,0.0,0.0,0.0,0.0,7.59,6.48,0.0,0.0
2955,20140504:0300,0.0,0.0,0.0,0.0,0.0,7.16,6.62,0.0,0.0
2956,20140504:0400,0.0,0.0,0.0,0.0,0.0,6.93,7.03,0.0,0.0
2957,20140504:0500,0.0,0.0,0.0,0.0,0.0,6.53,7.24,0.0,0.0
2958,20140504:0600,0.0,0.0,0.0,0.0,0.0,5.99,6.83,0.0,0.0
2959,20140504:0700,0.0,0.0,0.0,0.0,0.0,5.53,6.9,0.0,0.0
2960,20140504:0800,0.0,0.0,0.0,0.0,0.0,5.18,6.62,0.0,0.0
2961,20140504:0900,0.0,0.0,0.0,0.0,0.0,4.79,6.28,0.0,0.0
2962,20140504:1000,0.0,0.0,0.0,0.0,0.0,4.6,5.79,0.0,0.0
2963,20140504:1100,30.17,0.0,42.98,0.88,8.49,4.48,5.66,0.0,0.030170000000000002
2964,20140504:1200,143.85,46.27,114.9,3.37,19.18,5.13,6.21,0.0,0.14385
2965,20140504:1300,458.13,338.4,116.05,8.42,30.01,6.77,7.66,0.0,0.45813
2966,20140504:1400,696.52,540.49,139.8,11.54,40.58,8.11,7.59,0.0,0.69652
2967,20140504:1500,875.71,708.72,157.4,14.06,50.31,9.33,7.59,0.0,0.87571
2968,20140504:1600,988.17,823.84,167.81,15.76,58.12,10.25,7.45,0.0,0.98817
2969,20140504:1700,1033.56,873.88,172.15,16.5,62.1,11.03,7.45,0.0,1.03356
2970,20140504:1800,1006.7,851.02,171.52,16.2,60.6,11.41,6.83,0.0,1.0067000000000002
2971,20140504:1900,919.1,762.59,163.78,14.93,54.31,11.97,7.17,0.0,0.9191
2972,20140504:2000,766.29,614.39,150.98,12.77,45.3,11.99,7.03,0.0,0.7662899999999999
2973,20140504:2100,555.3,424.43,130.91,9.92,35.02,11.59,6.97,0.0,0.5552999999999999
2974,20140504:2200,300.0,219.69,101.81,6.62,24.26,10.66,6.97,0.0,0.3
2975,20140504:2300,69.9,44.66,61.34,3.26,13.46,9.55,6.48,0.0,0.0699
2976,20140505:0000,0.0,0.0,0.0,0.0,0.0,8.47,5.93,0.0,0.0
2977,20140505:0100,0.0,0.0,0.0,0.0,0.0,7.43,5.38,0.0,0.0
2978,20140505:0200,0.0,0.0,0.0,0.0,0.0,6.65,5.1,0.0,0.0
2979,20140505:0300,0.0,0.0,0.0,0.0,0.0,6.03,4.76,0.0,0.0
2980,20140505:0400,0.0,0.0,0.0,0.0,0.0,5.49,4.55,0.0,0.0
2981,20140505:0500,0.0,0.0,0.0,0.0,0.0,5.02,4.28,0.0,0.0
2982,20140505:0600,0.0,0.0,0.0,0.0,0.0,4.62,4.21,0.0,0.0
2983,20140505:0700,0.0,0.0,0.0,0.0,0.0,4.37,4.62,0.0,0.0
2984,20140505:0800,0.0,0.0,0.0,0.0,0.0,4.05,4.41,0.0,0.0
2985,20140505:0900,0.0,0.0,0.0,0.0,0.0,3.73,4.21,0.0,0.0
2986,20140505:1000,0.0,0.0,0.0,0.0,0.0,3.44,3.93,0.0,0.0
2987,20140505:1100,33.59,0.0,46.42,0.95,8.7,3.55,3.59,0.0,0.03359
2988,20140505:1200,190.7,139.31,82.59,5.08,19.39,5.09,3.24,0.0,0.19069999999999998
2989,20140505:1300,453.95,342.28,116.76,8.54,30.21,6.98,2.83,0.0,0.45394999999999996
2990,20140505:1400,676.85,545.47,140.58,11.68,40.8,8.42,2.14,0.0,0.6768500000000001
2991,20140505:1500,833.92,713.74,158.22,14.2,50.55,9.55,1.59,0.0,0.83392
2992,20140505:1600,799.36,523.73,325.39,13.83,58.38,10.23,0.97,0.0,0.79936
2993,20140505:1700,483.17,93.93,403.48,9.09,62.39,10.71,1.31,0.0,0.48317
2994,20140505:1800,405.49,53.43,362.79,7.76,60.86,11.55,2.14,0.0,0.40549
2995,20140505:1900,628.19,287.56,367.57,11.2,54.53,11.97,1.31,0.0,0.62819
2996,20140505:2000,730.79,612.97,150.6,12.79,45.49,11.86,1.52,0.0,0.7307899999999999
2997,20140505:2100,244.98,34.22,223.77,4.91,35.2,12.25,1.52,0.0,0.24498
2998,20140505:2200,200.6,64.23,155.32,4.36,24.43,12.46,1.24,0.0,0.2006
2999,20140505:2300,15.94,0.0,28.25,0.55,13.64,11.93,0.48,0.0,0.01594
3000,20140506:0000,0.0,0.0,0.0,0.0,0.0,10.85,0.9,0.0,0.0
3001,20140506:0100,0.0,0.0,0.0,0.0,0.0,9.51,2.14,0.0,0.0
3002,20140506:0200,0.0,0.0,0.0,0.0,0.0,8.66,2.83,0.0,0.0
3003,20140506:0300,0.0,0.0,0.0,0.0,0.0,8.15,3.52,0.0,0.0
3004,20140506:0400,0.0,0.0,0.0,0.0,0.0,7.42,4.07,0.0,0.0
3005,20140506:0500,0.0,0.0,0.0,0.0,0.0,6.96,4.34,0.0,0.0
3006,20140506:0600,0.0,0.0,0.0,0.0,0.0,6.67,4.48,0.0,0.0
3007,20140506:0700,0.0,0.0,0.0,0.0,0.0,6.58,4.69,0.0,0.0
3008,20140506:0800,0.0,0.0,0.0,0.0,0.0,6.25,4.48,0.0,0.0
3009,20140506:0900,0.0,0.0,0.0,0.0,0.0,5.84,4.28,0.0,0.0
3010,20140506:1000,0.0,0.0,0.0,0.0,0.0,5.3,4.28,0.0,0.0
3011,20140506:1100,22.86,0.0,35.25,0.72,8.91,5.03,4.34,0.0,0.02286
3012,20140506:1200,89.53,1.43,101.12,1.99,19.59,5.94,4.41,0.0,0.08953
3013,20140506:1300,456.4,343.33,116.46,8.59,30.42,7.47,3.93,0.0,0.4564
3014,20140506:1400,682.74,546.32,141.29,11.75,41.01,9.04,3.1,0.0,0.68274
3015,20140506:1500,399.69,70.26,336.08,7.52,50.78,10.18,2.48,0.0,0.39969
3016,20140506:1600,934.99,831.68,168.35,15.99,58.65,11.01,1.72,0.0,0.93499
3017,20140506:1700,970.46,882.79,172.72,16.74,62.67,11.27,1.38,0.0,0.97046
3018,20140506:1800,957.8,861.01,172.1,16.46,61.13,11.71,1.72,0.0,0.9578
3019,20140506:1900,859.25,770.34,165.38,15.17,54.76,11.36,0.48,0.0,0.85925
3020,20140506:2000,735.74,622.09,151.46,13.0,45.68,12.0,1.24,0.0,0.7357400000000001
3021,20140506:2100,541.85,430.02,131.29,10.11,35.37,12.09,1.52,0.0,0.54185
3022,20140506:2200,298.46,224.15,102.09,6.79,24.6,11.84,2.07,0.0,0.29846
3023,20140506:2300,71.08,46.28,62.36,3.41,13.81,11.18,2.28,0.0,0.07108
3024,20140507:0000,0.0,0.0,0.0,0.0,0.0,10.11,3.03,0.0,0.0
3025,20140507:0100,0.0,0.0,0.0,0.0,0.0,8.8,3.72,0.0,0.0
3026,20140507:0200,0.0,0.0,0.0,0.0,0.0,7.73,4.14,0.0,0.0
3027,20140507:0300,0.0,0.0,0.0,0.0,0.0,6.84,4.07,0.0,0.0
3028,20140507:0400,0.0,0.0,0.0,0.0,0.0,6.21,3.93,0.0,0.0
3029,20140507:0500,0.0,0.0,0.0,0.0,0.0,5.94,4.0,0.0,0.0
3030,20140507:0600,0.0,0.0,0.0,0.0,0.0,5.77,4.28,0.0,0.0
3031,20140507:0700,0.0,0.0,0.0,0.0,0.0,5.75,4.14,0.0,0.0
3032,20140507:0800,0.0,0.0,0.0,0.0,0.0,5.4,4.07,0.0,0.0
3033,20140507:0900,0.0,0.0,0.0,0.0,0.0,5.03,3.93,0.0,0.0
3034,20140507:1000,0.0,0.0,0.0,0.0,0.0,4.56,4.0,0.0,0.0
3035,20140507:1100,33.43,0.0,46.42,0.95,9.11,4.55,4.0,0.0,0.03343
3036,20140507:1200,153.74,57.42,115.26,3.69,19.79,5.45,4.48,0.0,0.15374000000000002
3037,20140507:1300,350.38,163.38,187.3,6.58,30.61,6.23,4.97,0.0,0.35037999999999997
3038,20140507:1400,541.45,271.03,260.14,9.32,41.22,6.8,5.17,0.0,0.5414500000000001
3039,20140507:1500,704.42,395.28,297.25,11.65,51.01,7.33,5.79,0.0,0.7044199999999999
3040,20140507:1600,803.24,451.98,344.34,13.16,58.9,8.07,6.21,0.0,0.80324
3041,20140507:1700,826.3,454.46,369.55,13.59,62.95,8.67,6.14,0.0,0.8262999999999999
3042,20140507:1800,738.85,335.13,401.55,12.46,61.39,9.14,5.86,0.0,0.73885
3043,20140507:1900,716.16,377.89,335.69,12.02,54.98,9.39,5.52,0.0,0.71616
3044,20140507:2000,669.55,445.17,219.76,11.31,45.87,9.22,4.97,0.0,0.66955
3045,20140507:2100,443.66,238.2,205.78,8.08,35.55,9.5,4.76,0.0,0.44366
3046,20140507:2200,244.23,126.81,134.52,5.33,24.77,9.71,4.62,0.0,0.24423
3047,20140507:2300,64.84,0.41,79.18,1.55,13.98,9.23,4.55,0.0,0.06484000000000001
3048,20140508:0000,8.65,0.0,18.91,0.39,3.71,8.29,4.69,0.0,0.00865
3049,20140508:0100,0.0,0.0,0.0,0.0,0.0,7.55,4.14,0.0,0.0
3050,20140508:0200,0.0,0.0,0.0,0.0,0.0,7.2,3.72,0.0,0.0
3051,20140508:0300,0.0,0.0,0.0,0.0,0.0,6.89,4.14,0.0,0.0
3052,20140508:0400,0.0,0.0,0.0,0.0,0.0,6.58,4.76,0.0,0.0
3053,20140508:0500,0.0,0.0,0.0,0.0,0.0,6.41,5.17,0.0,0.0
3054,20140508:0600,0.0,0.0,0.0,0.0,0.0,6.35,4.83,0.0,0.0
3055,20140508:0700,0.0,0.0,0.0,0.0,0.0,6.74,4.0,0.0,0.0
3056,20140508:0800,0.0,0.0,0.0,0.0,0.0,6.35,3.93,0.0,0.0
3057,20140508:0900,0.0,0.0,0.0,0.0,0.0,6.03,3.86,0.0,0.0
3058,20140508:1000,0.0,0.0,0.0,0.0,0.0,5.97,4.0,0.0,0.0
3059,20140508:1100,33.96,0.0,47.28,0.97,9.31,6.27,4.0,0.0,0.033960000000000004
